title,year_range,genre,rating,one-line,votes,runtime,gross,start_year,end_year,director,actors,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film-noir,genre_game-show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality-tv,genre_romance,genre_sci-fi,genre_short,genre_sport,genre_talk-show,genre_thriller,genre_war,genre_western
 Greenleaf,2016–2020,drama,8.3,"
Grace is threatened that her false alibi for AJ will be leaked if she does not resign the church. Connie is threatened that the bribe which she received will be leaked if H&H gets half of the board seats. Dante donates to Kerissa's school.",29,42.0,,2016,2020,Allan Kroeker,"Merle Dandridge, 
Kim Hawthorne, 
Desiree Ross, 
Lamman Rucker",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Greenleaf,2016–2020,drama,8.1,"
Grace leaves the church. Phil regains the church after ousting Mama. He agrees to marry Judee and dump Charity. AJ returns to confess to the police. Kerissa gets a-hold of a devastating document. She gets Chlamydia, making Jacob furious.",37,42.0,,2016,2020,Clement Virgo,"Merle Dandridge, 
Kim Hawthorne, 
Desiree Ross, 
Lamman Rucker",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Good Girls,2018–2021,"comedy,crime,drama",8.2,"
Rio uses a series of unnerving tactics to remind Beth that it's not as easy to walk away from his criminal enterprise as she'd like it to be. Annie learns something new about Noah; Ruby makes a reckless decision to save Stan.",445,42.0,,2018,2021,Ken Whittingham,"Christina Hendricks, 
Retta, 
Mae Whitman, 
Reno Wilson",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The Stranger,2020,"crime,drama,mystery",7.5,"
A stranger approaches Adam Price with a disturbing allegation about his wife, Corinne. Meanwhile, detectives Johanna and Wes take on a bizarre case.","1,134",51.0,,2020,,Daniel O'Hara,"Richard Armitage, 
Shaun Dooley, 
Kai Alexander, 
Manoj Anand",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 The Stranger,2020,"crime,drama,mystery",7.5,"
The stranger strikes again - this time, with a blackmail ploy. Corinne won't return Adam's calls. The kids scramble to cover their tracks.","1,004",48.0,,2020,,Daniel O'Hara,"Richard Armitage, 
Siobhan Finneran, 
Jennifer Saunders, 
Shaun Dooley",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 The Stranger,2020,"crime,drama,mystery",7.6,"
While the police question Mike, Daisy makes a confession to Thomas. Adam's search for clues about Corinne leads him to another victim of the stranger.",921,43.0,,2020,,Daniel O'Hara,"Richard Armitage, 
Siobhan Finneran, 
Kai Alexander, 
Joey Ansah",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 Good Girls,2018–2021,"comedy,crime,drama",8.3,"
Mary Pat resurfaces in the women's lives as they try to make sense of a shocking discovery Beth has made. Beth and Dean have an important family talk with the kids. Annie and Noah try to work through their problems.",461,42.0,,2018,2021,Andrew McCarthy,"Christina Hendricks, 
Retta, 
Mae Whitman, 
Reno Wilson",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Aseudal Yeondaegi,2019– ,"action,drama,fantasy",8.3,"
Sanung and the Saram propose an alliance with the Neanthal, a human-like race of monsters, but when things don't go as expected, Tagon takes command of the Great Hunt.",202,80.0,,2019,,Won Suk Kim,"Song Joong-ki, 
Kim Ji-Won, 
Eui-sung Kim, 
Park Hyoung-soo",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,7.4,"
After going to a Halloween party, college student Luis Andres Colmenares is found dead. Was it an accident or murder?",42,47.0,,2019,,Juan Felipe Cano,"Juana Arboleda, 
Oriana Barraza, 
Lina Bedoya, 
Ernesto Campos",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,7.1,"
As days, weeks and months pass, Oneida demands answers from prosecutors and gets a tip from the dead. Visions of Luis Andrés haunt Laura.",34,,,2019,,Juan Felipe Cano,"Juana Arboleda, 
Tatiana Barrero, 
Lina Bedoya, 
Josué Bernal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,6.8,"
Luis's body is exhumed. González's interrogations intensify after an incriminating letter is found. Journalist Salazar pitches the story to his editor.",30,,,2019,,Juan Felipe Cano,"Cesar Alvarez, 
Juana Arboleda, 
Ernesto Benjumea, 
Josué Bernal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,6.9,"
Laura and Jessy's bail hearing begins, triggering a media blitz. Oneida's mother advises she let go of Luis. A social media comment catches Jorge's eye.",29,,,2019,,Felipe Martínez Amador,"Ernesto Benjumea, 
Ernesto Campos, 
Enrique Carriazo, 
Carlos Carvajal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,7.0,"
González focuses his attention on Carlos Cárdenas and is then himself targeted. Salazar gets a surprise at work. Oneida worries about her son's soul.",28,,,2019,,Felipe Martínez Amador,"Marcela Agudelo, 
Ernesto Benjumea, 
Ernesto Campos, 
Enrique Carriazo",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,6.5,"
A new eyewitness comes forward saying he saw a beating in the wee hours of Halloween. A murder suspect is arrested. Salazar interviews Laura Moreno.",26,,,2019,,Felipe Martínez Amador,"Ernesto Benjumea, 
Ernesto Campos, 
Enrique Carriazo, 
Carlos Carvajal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,6.3,"
Salazar shares his doubts that Luis Andrés death was murder. Ramsés starts to distrust González, who makes a bold claim during Cárdenas's first hearing.",25,,,2019,,Juan Felipe Cano,"Ernesto Benjumea, 
Ernesto Campos, 
Enrique Carriazo, 
Carlos Carvajal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Historia de un crimen: Colmenares,2019,crime,5.5,"
A new prosecutor begins. Salazar triangulates phone records. The judge orders a reenactment at the tunnel and makes a ruling on Jessy and Laura's case.",26,,,2019,,Juan Felipe Cano,"Ernesto Benjumea, 
Ernesto Campos, 
Carlos Carvajal, 
Amparo Conde",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",7.5,"
Add a Plot
",21,,,2019,,Norberto López Amado,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,7.3,"
John and Zack take on a rescue mission in Atlanta, Georgia for Peter and Elizabeth, a couple that is attempting to build their own tiny house. Not only is the couple struggling to finish ...                See full summary »
",39,40.0,,2014,,,"John Weisbarth, 
Zack Giffin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,3.7,"
John and Zack head to Indiana to help a contractor, Jim, repair a broken relationship with his daughter Stephanie by giving her the tiny house of her dreams. Stephanie insists she wants to ...                See full summary »
",53,41.0,,2014,,,"John Weisbarth, 
Zack Giffin, 
Jim Barber, 
Stephanie Barber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,7.0,"
John and Zack travel to sunny Orlando, Florida where high school basketball coach Dave and his wife Mickie, are going tiny so they'll have more money to pay their daughter's college tuition...                See full summary »
",23,41.0,,2014,,,"John Weisbarth, 
Zack Giffin, 
Jonathan Cheatham, 
Mike Cheatham",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,7.5,"
John and Zack head north to Coeur d'Alene, Idaho, where Army veteran Newt and his wife Brooke are building a tiny home on wheels with plans to travel the country after Newt completes his sixth and final deployment.",24,40.0,,2014,,,"John Weisbarth, 
Zack Giffin, 
Brooke Hau, 
Newt Hau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,7.0,"
Empty nesters Phil and Karen are being forced out of their beloved rental home, and going tiny is their only chance at home ownership. John and Zack are confident that they can build a tiny...                See full summary »
",22,41.0,,2014,,,"John Weisbarth, 
Zack Giffin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,7.4,"
Zack and John are in cowboy country as they set out to help a family of four who are preparing to move out of their large house near Dallas and into a tiny house. First-time homeowners Tony...                See full summary »
",23,40.0,,2014,,,"John Weisbarth, 
Zack Giffin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",7.4,"
The squad goes on persecuting the Peña brothers. They get a dope from an unexpected source but they also drop into an unexpected trouble as a consequence.",19,,,2019,,Miguel Alcantud,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.2,"
Miguel's fighting for his life, Robby's missing, and Daniel and Johnny's reputations are in tatters as the community reacts to the West Valley brawl.","2,857",32.0,,2018,,,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.6,"
Following an important meeting in Japan, Daniel revisits Mr. Miyagi's hometown in Okinawa. Johnny attempts to reconnect with Robby.","2,685",36.0,,2018,,Lin Oeding,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.3,"
Daniel spends some father-daughter time with a traumatized Sam, Johnny plans to form a new karate dojo but struggles to come up with a cool name.","2,383",29.0,,2018,,Jennifer Celotta,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.3,"
Daniel and Johnny team up to find Robby. Miguel faces an uncertain future. Kreese tries to bring Tory back to Cobra Kai.","2,664",38.0,,2018,,,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",9.2,"
In Okinawa, Daniel spends time with an old friend - and an old enemy, who has much to teach him. The dueling dojos' rivalry comes to a nasty head.","3,216",39.0,,2018,,Steven K. Tsuchida,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.0,"
Daniel's tarnished public image takes a toll on his sales, leading to a takeover offer. Johnny tries to raise money for Miguel's surgery.","2,540",32.0,,2018,,Lin Oeding,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.5,"
Miguel helps Johnny craft the perfect social media message. Kreese scouts new recruits while Daniel and Amanda try to shut down Cobra Kai.","2,461",34.0,,2018,,Steven K. Tsuchida,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.9,"
It's Christmastime in the Valley, and romance is in the air. Daniel and Miguel find unexpected common ground, and the Cobra Kai recruits go on a mission.","2,750",30.0,,2018,,Josh Heald,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",8.5,"
Informed that this year's All Valley Karate Tournament is being canceled, the three competing sensei attend a city council meeting to save it.","2,457",28.0,,2018,,Jennifer Celotta,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Cobra Kai,2018– ,"action,comedy,drama",9.5,"
Old wounds begin to heal at a country club Christmas party, but a brutal assault by Kreese's students leads to new betrayals and alliances.","4,554",41.0,,2018,,Josh Heald,"Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",7.5,"
After a hurricane, John B, JJ, Pope and Kiara plunge headlong into danger and adventure when they find a mysterious sunken wreck.",944,54.0,,2020,,Jonas Pate,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",7.6,"
Convinced that the clue found onboard the boat connects to his missing father, John B leads his friends on an increasingly frantic search for answers.",813,47.0,,2020,,Jonas Pate,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",7.7,"
As the gang hatches an illicit scheme to get to the bottom of the deep-sea mystery, John B confronts Sarah while Pope jumps at the chance for revenge.",762,47.0,,2020,,Cherie Nowlan,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",8.2,"
When John B's supervision-free home life catches up to him, he receives a well-timed assist - and some spiffing up - from the last person he expects.",798,49.0,,2020,,Cherie Nowlan,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",8.2,"
John B believes he's made a breakthrough in the hunt for the gold, but his desire to include Sarah in the quest causes friction among the friends.",741,47.0,,2020,,Jonas Pate,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",8.4,"
A spooky island legend, a broken friendship and John B's new living situation keep the crew on their toes as they search high and low for the treasure.",754,53.0,,2020,,Jonas Pate,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",8.2,"
JJ's reckless behavior ramps up when the friends try to score some quick cash. Meanwhile, John B grows closer to Sarah - and makes her dad suspicious.",700,47.0,,2020,,Valerie Weiss,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",8.6,"
John B finally learns the truth about his dad - and sets off a chain of events that jeopardizes everything he and his friends have fought to accomplish.",776,46.0,,2020,,Valerie Weiss,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",8.2,"
With his options dwindling and enemies closing in, John B looks for an exit plan. Sarah feels pressured to pick a side. Pope lets his emotions out.",727,52.0,,2020,,Jonas Pate,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Outer Banks,2020– ,"action,crime,drama",8.4,"
An island crawling with law enforcement and a looming tropical storm are just two of the obstacles facing John B as he tries to make his escape.",825,57.0,,2020,,Jonas Pate,"Chase Stokes, 
Madelyn Cline, 
Madison Bailey, 
Jonathan Daviss",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,6.5,"
John and Zack head to Tennessee to help an aspiring musician and his growing family as they relocate and downsize into a tiny home at the same time. When the homeowners have two young ...                See full summary »
",30,41.0,,2014,,,"John Weisbarth, 
Zack Giffin, 
Mike Bedsole, 
Arolina Richards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Tiny House Nation,2014– ,reality-tv,7.8,"
Zack and John head to Mississippi to help a couple of high school sweet hearts go tiny. Tommy and Tierra are both nurses, and they're looking forward to simplifying their lives in a tiny ...                See full summary »
",19,41.0,,2014,,,"John Weisbarth, 
Zack Giffin, 
James Brewer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 Alguien tiene que morir,2020,"crime,drama,thriller",6.8,"
Gabino returns to Spain and discovers that all his relatives are waiting for him to marry Cayetana. Meanwhile, in his environment he begins to question his friendship with Lázaro, a Mexican dancer.",204,49.0,,2020,,Manolo Caro,"Cecilia Suárez, 
Ernesto Alterio, 
Alejandro Speitzer, 
Isaac Hernández",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Alguien tiene que morir,2020,"crime,drama,thriller",7.1,"
Rumors about the alleged relationship between Gabino and Lázaro, fueled by a spiteful Cayetana, are red hot. Mina tries to help them escape.",178,48.0,,2020,,Manolo Caro,"Cecilia Suárez, 
Ernesto Alterio, 
Alejandro Speitzer, 
Isaac Hernández",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Alguien tiene que morir,2020,"crime,drama,thriller",6.5,"
Amparo and Gregorio resort to extreme measures to silence the scandal, but the revelation of long-hidden secrets has always been a discord between the Falcon family.",181,52.0,,2020,,Manolo Caro,"Cecilia Suárez, 
Ernesto Alterio, 
Alejandro Speitzer, 
Isaac Hernández",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 She-Ra and the Princesses of Power,2018–2020,"animation,action,adventure",7.8,"
Shadow Weaver appears in Bright Moon, refusing to speak to anyone but Adora. As Catra awaits punishment, Entrapta pushes Hordak on the portal project.",935,24.0,,2018,2020,,"Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Leila,2019– ,"drama,sci-fi",5.0,"
Imprisoned in an Aryavarta purity camp after her family is attacked, Shalini plays by the rules, hoping to be released and reunited with her daughter",288,53.0,,2019,,Deepa Mehta,"Huma Qureshi, 
Rahul Khanna, 
Leysha Mange, 
Vidhi Chitalia",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",7.8,"
Add a Plot
",17,,,2019,,Iñaki Peñafiel,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",7.8,"
Add a Plot
",15,,,2019,,Iñaki Peñafiel,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",8.0,"
Add a Plot
",16,,,2019,,Alberto Ruiz Rojo,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",7.8,"
Add a Plot
",14,,,2019,,,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",8.0,"
Add a Plot
",12,,,2019,,Miguel Alcantud,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",8.2,"
Add a Plot
",12,,,2019,,Miguel Alcantud,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",8.4,"
Add a Plot
",12,,,2019,,Marco A. Castillo,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",8.2,"
Add a Plot
",12,,,2019,,Marco A. Castillo,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",8.1,"
Add a Plot
",11,,,2019,,Fernando Bassi,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Brigada Costa del Sol,2019,"action,adventure,drama",8.0,"
Add a Plot
",10,,,2019,,Fernando Bassi,"Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Stateless,2020,drama,7.8,"
Four strangers' lives collide at an immigration detention centre; a woman escaping a cult, a refugee fleeing persecution, a father escaping a dead-end job and a bureaucrat on the verge of a national scandal.",384,,,2020,,Emma Freeman,"Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Stateless,2020,drama,8.0,"
Ambitious bureaucrat Clare Kowitz arrives at Barton as the new General Manager and is struck by the extent of the facility's dysfunction. Ameer finally makes it to Australia only to discover tragic news awaits him.",322,,,2020,,Emma Freeman,"Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Stateless,2020,drama,8.1,"
Clare's relentless hunt for the leak in Barton pays off, while Cam wrestles with his conscience over the beaten detainee. Sofie uncovers an ambitious escape plan, and Mina tries to support her grief-stricken father.",298,,,2020,,Emma Freeman,"Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Stateless,2020,drama,8.2,"
A peaceful protest turns chaotic as detainees break out of Barton and Clare struggles with the fallout. Cam discovers Janice is harbouring the escapees and Ameer tries to keep the secret of how he made it to Australia.",295,,,2020,,Jocelyn Moorhouse,"Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Stateless,2020,drama,8.3,"
Tensions run high as Clare struggles to keep control of Barton. Sofie's mental health deteriorates as the memory of what Gordon did to her is resurrected. Ameer's lies come undone, putting his visa chances in severe jeopardy.",292,,,2020,,Jocelyn Moorhouse,"Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Stateless,2020,drama,8.5,"
Margot makes an important discovery that leads her to believe Sofie is imprisoned at Barton. Clare cuts a deal with Ameer that will change his and Mina's futures. Cam faces the repercussions of his past decisions. (Final)",310,,,2020,,Jocelyn Moorhouse,"Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The Good Place,2016–2020,"comedy,drama,fantasy",7.8,"
Michael and Jason hatch a plan. Eleanor learns firsthand the difficulties of running the neighborhood.","1,548",22.0,,2016,2020,Beth McCarthy-Miller,"Kristen Bell, 
William Jackson Harper, 
Jameela Jamil, 
D'Arcy Carden",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The Good Place,2016–2020,"comedy,drama,fantasy",7.8,"
Eleanor, Michael, Janet and Tahani have their hands full when the new residents begin to show their true colors. Jason receives some unsettling news.","1,633",22.0,,2016,2020,Drew Goddard,"Kristen Bell, 
William Jackson Harper, 
Jameela Jamil, 
D'Arcy Carden",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The Good Place,2016–2020,"comedy,drama,fantasy",7.5,"
Michael and Eleanor discover something troubling and turn to an unusual source for help; Tahani lends her expertise to assist with one of the new residents.","1,599",22.0,,2016,2020,Anya Adams,"Kristen Bell, 
William Jackson Harper, 
Jameela Jamil, 
D'Arcy Carden",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
